step,phase,step_in_phase,dt,accept_rate,step_size,alpha,sigma,beta
52,burn-in,53,1.216474525630474,0.92,0.6449812606106636,0.4132147542815989,0.9573696501348173,0.6209608664892508
53,burn-in,54,1.2038690717890859,0.9,0.22617963874108735,0.4132147542815989,0.9573696501348173,0.6209608664892508
54,burn-in,55,1.2264814795926213,0.9,0.27861814920706096,0.9292069670712338,0.8705270471232841,0.29265196971959184
55,burn-in,56,1.210461818613112,0.9,0.3423561893675806,0.6739985786644281,0.8821549671714745,0.6762712177366559
56,burn-in,57,1.2256055790930986,0.9,0.4049743818710211,0.8676724235587235,1.5025717568167691,0.36086398282367893
57,burn-in,58,1.230382688343525,0.88,0.4047671952136301,0.8676724235587235,1.5025717568167691,0.36086398282367893
58,burn-in,59,1.2170901838690042,0.88,0.3644619459846317,1.7504891875429562,2.0505071289649206,0.672019462330604
59,burn-in,60,1.2292441511526704,0.88,0.4450906994789219,2.7326961466896305,1.1262881795797295,0.46849339979708404
60,burn-in,61,1.2186155896633863,0.88,0.5423334871690116,0.4238490407227712,0.8582007444424915,0.4139109193276371
61,burn-in,62,1.2245736476033926,0.88,0.5203258661220574,1.5629549204394861,0.9927328763740761,0.9066102334852689
62,burn-in,63,1.2188085932284594,0.88,0.4512466436005159,0.4115201623800202,1.6981322782546098,0.8955368717722602
63,burn-in,64,1.2197706792503595,0.88,0.5481007633368363,1.6500547139011121,0.6211355823473275,0.33702181760805644
64,burn-in,65,1.2221755469217896,0.88,0.6488688789438121,0.39292153418890696,1.3157631158124177,0.46655786282747413
65,burn-in,66,1.2133549945428967,0.88,0.7849908049686267,1.0317573212205549,1.7885340908309075,0.6027344722022229
66,burn-in,67,1.2131842700764537,0.88,0.7670447090470507,1.4773616453677687,1.604481806356961,0.5573352050755447
67,burn-in,68,1.2203094763681293,0.88,0.9253759192395864,1.5965743667290606,0.8039483618829376,0.45612614395188705
68,burn-in,69,1.20472152531147,0.88,0.2722981034938726,1.6675784594816416,1.006089952727423,1.017108164560382
69,burn-in,70,1.2139547374099493,0.88,0.3021491174586877,2.1587620412252395,1.2434749591414331,0.1895677086327745
70,burn-in,71,1.2153596132993698,0.88,0.36534970901311714,1.2772864968952282,0.6834702740106822,1.1793677597336878
71,burn-in,72,1.2178959986194968,0.88,0.37652076885930197,1.802451446313683,1.058650486426421,0.1832376266040282
72,burn-in,73,1.2157882461324334,0.88,0.3246173693512721,1.3863368133209981,0.8342341205347168,1.407341084082474
73,burn-in,74,1.209321342408657,0.88,0.39131283742806283,0.7760488792046937,0.7038845435208559,0.42659141035440584
74,burn-in,75,1.2170626996085048,0.88,0.43080941093457625,1.3858916245222535,1.097264545684855,0.5269403633439286
75,burn-in,76,1.2178397197276354,0.9,0.5150855973954809,0.5032145075758381,0.7465957893101891,0.38928372618480983
76,burn-in,77,1.2339257476851344,0.9,0.6178833682030084,1.3723686793440042,1.0456861169179694,0.44404767224063013
77,burn-in,78,1.215869152918458,0.9,0.5813877273780933,1.9253721691916508,1.1220126452296384,0.3910940636212117
78,burn-in,79,1.203928580507636,0.9,0.5301990221686207,0.36369077073514167,1.4700891001596283,0.3305840378653382
79,burn-in,80,1.219561342149973,0.9,0.4381273988936936,1.8762831374169744,0.5740308231911901,0.5706949853610368
80,burn-in,81,1.21200115326792,0.9,0.4381273988936936,0.37455502368634735,2.3948126264460443,0.372483005596264
81,burn-in,82,1.2167315892875195,0.9,0.4381273988936936,1.8107491846030925,0.3126795839863288,0.6343171657436584
82,burn-in,83,1.2092048674821854,0.9,0.4381273988936936,0.41974112509509576,2.5032607027609193,0.48571723191007526
83,burn-in,84,1.205350791104138,0.9,0.4381273988936936,1.609362409037183,0.30470741660166756,0.7969559251031602
84,burn-in,85,1.198145592585206,0.9,0.4381273988936936,0.4602096625914935,2.663431611014006,0.4050814606433821
85,burn-in,86,1.2013137163594365,0.9,0.4381273988936936,2.2522514173796546,0.2816599918066135,0.5757571297538987
86,burn-in,87,1.2108805105090141,0.9,0.4381273988936936,0.3806411106196288,2.6004988276396133,0.4277183272130213
87,burn-in,88,1.207476468756795,0.9,0.4381273988936936,1.845084320167264,0.42590204341750754,1.1539283274645638
88,burn-in,89,1.2029537307098508,0.9,0.4381273988936936,0.3982159490614845,1.9061381860615894,0.20175514887273993
89,burn-in,90,1.2081614583730698,0.92,0.4381273988936936,1.687699043096896,0.4420038003295651,1.0344843712972505
90,burn-in,91,1.2179327560588717,0.92,0.4381273988936936,0.40710085258052997,2.15218975541095,0.22673332582454842
91,burn-in,92,1.2181829661130905,0.94,0.4381273988936936,1.6559263528796466,0.42426376620330636,1.0590109220407165
92,burn-in,93,1.2175162695348263,0.94,0.4381273988936936,0.40831565354155797,1.90774338630258,0.4586609069405948
93,burn-in,94,1.2235778886824846,0.94,0.4381273988936936,1.8430390969441726,0.4473716811690136,0.43737726902048535
94,burn-in,95,1.2092287316918373,0.94,0.4381273988936936,0.6320083777960185,2.0261883300717645,0.5090095271324685
95,burn-in,96,1.2105784127488732,0.94,0.4381273988936936,1.1393336866578645,0.4069491420555557,0.4001760008404788
96,burn-in,97,1.221693710424006,0.94,0.4381273988936936,0.6055549307403277,2.103896044959256,0.49962884316994705
97,burn-in,98,1.21250865701586,0.94,0.4381273988936936,1.2689202077571096,0.3962085593083099,0.4049388501570661
98,burn-in,99,1.2229490727186203,0.94,0.4381273988936936,0.6303442357866128,3.1786904017443534,0.9451825086839127
99,burn-in,100,1.2231689067557454,0.94,0.4381273988936936,1.6545335313678449,0.7206042654762399,0.21749599808868011
100,sample,1,1.2205995498225093,0.96,0.4381273988936936,0.44709411932423815,1.1367007407533392,0.9579604560528159
101,sample,2,1.2169814389199018,0.96,0.4381273988936936,1.6537503091752292,0.7567989028450681,0.22033529750954514
102,sample,3,1.2115495828911662,0.96,0.4381273988936936,0.41594903046609394,1.803245429453357,0.9747966192810625
103,sample,4,1.2316925451159477,0.98,0.4381273988936936,1.649673197245958,0.45621523585671153,0.2614174478226245
104,sample,5,1.2045194683596492,0.98,0.4381273988936936,0.4119499919903584,2.118842905401299,1.1409829302326981
105,sample,6,1.2160667032003403,0.98,0.4381273988936936,1.6525706049851698,0.5375399824262284,0.6797413377632976
106,sample,7,1.2105660708621144,0.98,0.4381273988936936,0.4269577817487638,1.7857774495086758,0.2952378697731963
107,sample,8,1.2138008922338486,1.0,0.4381273988936936,1.8654287216472039,0.447854185661678,1.1638618597933128
108,sample,9,1.2184364749118686,1.0,0.4381273988936936,0.36229074024435215,2.683191928807433,0.19044432597455893
109,sample,10,1.2257145280018449,1.0,0.4381273988936936,1.8362015897927866,0.5652573521238411,1.2022158701440857
110,sample,11,1.2161064092069864,1.0,0.4381273988936936,0.3796673585676616,1.4326814672198118,0.19180663092793027
111,sample,12,1.2170640416443348,1.0,0.4381273988936936,1.7728800514783327,0.923855859519236,1.1008497556519343
112,sample,13,1.2197170928120613,1.0,0.4381273988936936,0.37944258817177645,0.8989334508369721,0.19779507936178498
113,sample,14,1.2220619637519121,1.0,0.4381273988936936,1.8561727490918694,0.9153252282263191,1.2531986211148853
114,sample,15,1.2286359844729304,1.0,0.4381273988936936,0.4559595671961032,1.6216582309083132,0.16740575805200006
115,sample,16,1.2151627205312252,1.0,0.4381273988936936,1.742035230704793,0.5044787820995549,1.2963551110572342
116,sample,17,1.229780306108296,1.0,0.4381273988936936,0.38740952510725785,1.6348804831745873,0.1928983093560957
117,sample,18,1.2182468567043543,1.0,0.4381273988936936,2.0394048255801276,0.6227713170964547,1.4014942463980895
118,sample,19,1.2164871878921986,1.0,0.4381273988936936,1.253967469599541,1.368255255898516,0.35612578120029625
119,sample,20,1.2247387571260333,1.0,0.4381273988936936,0.8969540363368712,0.6320374699374296,0.6204339097664129
120,sample,21,1.224942552857101,1.0,0.4381273988936936,0.8072485559172801,1.4485035343272492,0.5831790262632918
121,sample,22,1.2249573431909084,1.0,0.4381273988936936,0.8891389216312352,0.5583473335751915,0.3481755806900869
122,sample,23,1.2208871310576797,1.0,0.4381273988936936,0.7786443273653286,1.7512802327053385,0.6184439148082584
123,sample,24,1.2165240440517664,1.0,0.4381273988936936,1.1360347293829347,2.075987307558962,0.3657916527508965
124,sample,25,1.2262531658634543,1.0,0.4381273988936936,1.322585654520263,0.3725788877132167,0.5560823133562031
125,sample,26,1.2234396012499928,1.0,0.4381273988936936,0.5180511341978166,2.4565675219794656,0.5255235049542151
126,sample,27,1.2270365543663502,1.0,0.4381273988936936,1.848464939151062,0.30202694619406767,0.3828245174872629
127,sample,28,1.2228763420134783,1.0,0.4381273988936936,0.37347217477105443,2.4887704914854574,0.6961488159996404
128,sample,29,1.218569447286427,1.0,0.4381273988936936,2.2832758520993988,0.5809832908778275,0.28873218981172444
129,sample,30,1.23150107357651,1.0,0.4381273988936936,2.6141592770238984,1.502405952471565,0.8445540469273234
130,sample,31,1.218416034244001,1.0,0.4381273988936936,0.40567620852039443,0.7617279958004932,0.392695417325758
131,sample,32,1.221945266239345,1.0,0.4381273988936936,2.1500957011897195,1.079980875068789,0.7622590659231391
132,sample,33,1.2144983811303973,1.0,0.4381273988936936,0.3147559249973678,0.8818585542088417,0.3803381839714108
133,sample,34,1.2124750930815935,0.98,0.4381273988936936,0.3147559249973678,0.8818585542088417,0.3803381839714108
134,sample,35,1.2064920226112008,0.98,0.4381273988936936,3.1774036744961376,0.9416487317432284,0.6067666890625446
135,sample,36,1.2037733858451247,0.98,0.4381273988936936,0.5558455391141871,0.9373503422649707,0.4896769967569301
136,sample,37,1.2070349790155888,0.96,0.4381273988936936,0.5558455391141871,0.9373503422649707,0.4896769967569301
137,sample,38,1.2026348020881414,0.96,0.4381273988936936,1.3046020507085014,0.8864023447387791,0.4776110772055684
138,sample,39,1.2043803688138723,0.94,0.4381273988936936,1.3046020507085014,0.8864023447387791,0.4776110772055684
139,sample,40,1.195516605861485,0.94,0.4381273988936936,0.5943122537609077,0.9836823933782557,0.562677150123578
140,sample,41,1.2082712799310684,0.94,0.4381273988936936,1.1778374712961357,0.8703677117924734,0.4352769436020046
141,sample,42,1.2073673475533724,0.94,0.4381273988936936,0.5857668673905396,0.9473142930433338,0.5303052067266771
142,sample,43,1.2022830620408058,0.94,0.4381273988936936,1.1772144841720915,0.9479409121815983,0.4087035971870281
143,sample,44,1.2061064159497619,0.94,0.4381273988936936,1.6573255419635389,0.9240206372246051,0.49807389293315174
144,sample,45,1.2122519128024578,0.94,0.4381273988936936,0.45930698727240793,0.8897734575796153,0.41716696694788635
145,sample,46,1.197269861586392,0.94,0.4381273988936936,1.490905875162745,0.9409544095600982,0.7917237644012156
146,sample,47,1.1970480075106025,0.94,0.4381273988936936,0.4904264594022064,0.8926905513922729,0.28340655822081257
147,sample,48,1.2012893725186586,0.94,0.4381273988936936,1.513976868669068,0.9212153013442924,0.8530515863844106
148,sample,49,1.1966849891468883,0.94,0.4381273988936936,0.46603850175173545,1.3595040107084666,0.2999560365218168
149,sample,50,1.1983466446399689,0.94,0.4381273988936936,1.4612591145555955,1.989520417628034,0.6784185114387508
150,sample,51,1.206591211259365,0.92,0.4381273988936936,1.4612591145555955,1.989520417628034,0.6784185114387508
151,sample,52,1.202593656256795,0.92,0.4381273988936936,0.4663430407841022,0.3931977046895959,0.5666603568257959
152,sample,53,1.2020669793710113,0.92,0.4381273988936936,1.8629686877136633,2.170158374561871,0.353059349840642
153,sample,54,1.2101991372182965,0.92,0.4381273988936936,0.4189485142148119,0.3625983443301832,0.710949335652009
154,sample,55,1.2123817931860685,0.92,0.4381273988936936,1.621320181868832,2.294216404823038,0.31537740701675465
155,sample,56,1.2024571532383561,0.92,0.4381273988936936,0.5996997557869826,1.2214882541034522,0.6712466790465212
156,sample,57,1.2080702809616923,0.92,0.4381273988936936,1.9939375275220252,2.419316661559475,0.3250821276906511
157,sample,58,1.2045101979747415,0.92,0.4381273988936936,1.5560547903378745,0.3082742068808903,0.8862589761003657
158,sample,59,1.2041378384456038,0.92,0.4381273988936936,0.9593684904135955,2.4372602967431756,0.37352742344377343
159,sample,60,1.207565190270543,0.92,0.4381273988936936,1.0763034293930203,0.46794504963728767,0.8459939750264928
160,sample,61,1.202903357334435,0.92,0.4381273988936936,0.9520778194070278,1.9647385135489093,0.3659880071524283
161,sample,62,1.2046159207820892,0.92,0.4381273988936936,0.727752816202648,0.4871581153704037,0.5663074060881546
162,sample,63,1.2149467747658491,0.92,0.4381273988936936,1.321207684170479,1.8737728930501532,1.1021026661014028
163,sample,64,1.2086499650031328,0.92,0.4381273988936936,0.5993673369325803,1.4172714985524664,0.19074673628638195
164,sample,65,1.1940566087141633,0.92,0.4381273988936936,1.2848932277722196,0.7100669307398716,1.0986687656688887
165,sample,66,1.2014246340841055,0.92,0.4381273988936936,0.9255352769291614,1.2639812875203718,0.3138415935884244
166,sample,67,1.1986823324114084,0.92,0.4381273988936936,1.252433388687475,0.6449997048630947,0.9275513831875246
167,sample,68,1.2077409997582436,0.92,0.4381273988936936,0.6778742350722613,1.2670184587069802,0.26495260483808913
168,sample,69,1.1949871573597193,0.92,0.4381273988936936,1.168744580306837,0.671408583109979,1.177619887787614
169,sample,70,1.1998771894723177,0.92,0.4381273988936936,0.5958029974828747,1.6023226443055305,0.44052067020673913
170,sample,71,1.1939204577356577,0.92,0.4381273988936936,1.8365981859645062,0.6551149878091873,0.4537840700681092
171,sample,72,1.1912571899592876,0.92,0.4381273988936936,0.3625059196538157,1.284168773440847,0.47082542316134035
172,sample,73,1.2061414094641805,0.92,0.4381273988936936,1.9419010070884555,0.7013729897564398,0.486697739577185
173,sample,74,1.1992846997454762,0.92,0.4381273988936936,0.3923497899337194,1.1730026317346374,0.5095893769852581
174,sample,75,1.1934805186465383,0.92,0.4381273988936936,1.7489138197224527,0.8127063438002196,0.5291842360683168
175,sample,76,1.2084418442100286,0.92,0.4381273988936936,0.4349837057947678,1.0702468843505242,0.6926212435433667
176,sample,77,1.1951116044074297,0.92,0.4381273988936936,1.5680742984510216,1.1660100747872406,0.30658581194321477
177,sample,78,1.200760267674923,0.92,0.4381273988936936,1.2678492171492979,0.7359006770251411,0.6818404688363464
178,sample,79,1.205866931937635,0.92,0.4381273988936936,0.7806027349868936,1.2439187101004423,0.32107108588168914
179,sample,80,1.2016384163871408,0.92,0.4381273988936936,0.888667589367379,0.6685071268670884,0.6305819583477154
180,sample,81,1.2211256921291351,0.92,0.4381273988936936,1.3437910979278307,1.2353644725042552,0.39284520210106316
181,sample,82,1.2060318849980831,0.92,0.4381273988936936,2.2045243017891827,0.7046401397102986,0.7346356884353666
182,sample,83,1.1994398701936007,0.92,0.4381273988936936,0.2923120194742994,1.397312207492359,0.3047954063352607
183,sample,84,1.1938657434657216,0.94,0.4381273988936936,2.2876628837980864,0.6436541378961276,0.8867847683703651
184,sample,85,1.2031374089419842,0.94,0.4381273988936936,0.44178733179022694,1.4317020739855002,0.7462855282059964
185,sample,86,1.2225805381312966,0.94,0.4381273988936936,2.073047825190912,1.1656060037137799,0.292436269085498
186,sample,87,1.2128904117271304,0.96,0.4381273988936936,0.3152654671648513,0.7224376594442271,0.6929374414834878
187,sample,88,1.220886473543942,0.96,0.4381273988936936,2.075057234280055,1.177942018250641,0.482727087387447
188,sample,89,1.2174859745427966,0.98,0.4381273988936936,0.38279590930426605,0.7100988884339522,0.41223985149885045
189,sample,90,1.2211639862507582,0.98,0.4381273988936936,2.3087433682510907,1.199854766798935,0.5804674681997419
190,sample,91,1.2205010801553726,0.98,0.4381273988936936,0.5116052891746361,0.683776620345153,0.40182999875999903
191,sample,92,1.215728648006916,0.98,0.4381273988936936,1.3896229677689165,1.257505050707149,0.50696900215586
192,sample,93,1.2252249894663692,0.98,0.4381273988936936,0.8439110375144633,0.6532649585313437,0.657957090932801
193,sample,94,1.2159486096352339,0.98,0.4381273988936936,0.8897343903456494,1.3681160271869597,0.3300628314714407
194,sample,95,1.2125484477728605,0.98,0.4381273988936936,0.8938312844721027,1.069485430733259,0.6186974493946262
195,sample,96,1.2096825018525124,0.98,0.4381273988936936,1.050035653392087,0.7728577274684694,0.5212324193573834
196,sample,97,1.200073627755046,0.98,0.4381273988936936,0.6876651746718917,1.0860986268597361,1.0425223694736876
197,sample,98,1.2031223140656948,0.98,0.4381273988936936,1.1498616908180714,0.7547436803467558,0.23482473533866866
198,sample,99,1.1949100475758314,0.98,0.4381273988936936,0.6919192890076775,1.201550955119204,1.1221764568166566
199,sample,100,1.1980175813660026,0.98,0.4381273988936936,1.0501043139845414,0.779543127532908,0.1909104868527798
200,sample,101,1.205701194703579,1.0,0.4381273988936936,0.6587396856140572,1.3154829120374187,1.355074738439372
201,sample,102,1.2006423808634281,1.0,0.4381273988936936,1.0493435837640703,0.6231855719910844,0.34386391710967235
202,sample,103,1.2026714524254203,1.0,0.4381273988936936,0.6607273202573141,1.3155052759599548,0.6068165688732531
203,sample,104,1.202779958024621,1.0,0.4381273988936936,1.124086300094889,0.8679343544883155,0.34207825843895656
204,sample,105,1.1965259443968534,1.0,0.4381273988936936,0.7417485127639404,0.949310973758265,0.8807524332233903
205,sample,106,1.2049780869856477,1.0,0.4381273988936936,1.3752314159277736,0.8809493107047586,0.3514282156696821
206,sample,107,1.213306381367147,1.0,0.4381273988936936,0.5269348516509538,1.174144749286314,0.5825894786422479
207,sample,108,1.2129163313657045,1.0,0.4381273988936936,1.6486854100518125,0.7147504853971213,0.4735664370164854
208,sample,109,1.2037522587925196,1.0,0.4381273988936936,0.5091875598875335,1.148527144791315,0.4815451039283722
209,sample,110,1.2194280987605453,1.0,0.4381273988936936,1.392081389731621,0.7127587898541503,0.4110552588111538
210,sample,111,1.2192299030721188,1.0,0.4381273988936936,0.5815950804192512,1.193639561855804,0.4819436317263598
211,sample,112,1.2148767476901412,1.0,0.4381273988936936,1.271824347747064,0.6850150255698506,0.4287296481196614
212,sample,113,1.2230963138863444,1.0,0.4381273988936936,0.5795724012829739,1.1955072905058188,0.5305732497188074
213,sample,114,1.2180081075057387,1.0,0.4381273988936936,1.225864095660979,0.9861417883930408,0.4108924475675574
214,sample,115,1.2258551670238376,1.0,0.4381273988936936,0.561850935708943,0.8537826943012427,0.4820340258263179
215,sample,116,1.2163516702130437,1.0,0.4381273988936936,1.3618933422816875,1.1122326541750023,0.4141615438273265
216,sample,117,1.223015759140253,1.0,0.4381273988936936,1.1469051533501409,1.7061920486939601,0.7171711747031372
217,sample,118,1.217228952795267,1.0,0.4381273988936936,0.7083509896874317,0.4673787744149141,0.327251959030594
218,sample,119,1.220062361098826,1.0,0.4381273988936936,1.1267377731954176,1.7069078355388876,0.6265590088903518
219,sample,120,1.222803609445691,1.0,0.4381273988936936,0.6663100673942263,0.4680653029449261,0.34392126675624857
220,sample,121,1.213431996293366,1.0,0.4381273988936936,1.0486761179212363,2.3779331936392762,0.5785826490245404
221,sample,122,1.233481208793819,1.0,0.4381273988936936,1.1153626844173223,0.32734668109477155,0.3893257836809763
222,sample,123,1.2170866401866078,1.0,0.4381273988936936,0.6323590343316501,2.34617215563725,0.5282201809378827
223,sample,124,1.219551102258265,1.0,0.4381273988936936,1.2511596040836774,0.36905484677895717,0.47498498953565105
224,sample,125,1.211935417726636,1.0,0.4381273988936936,1.523989971774313,2.0912293683429093,0.4521530532781042
225,sample,126,1.2075563184916973,1.0,0.4381273988936936,0.5654618098815378,0.37817985490851985,1.1914679560973065
226,sample,127,1.2161339335143566,1.0,0.4381273988936936,1.3571171511682276,2.0476131444023427,0.28384799584721077
227,sample,128,1.2176023796200752,1.0,0.4381273988936936,0.8232584103155053,0.5391913851903142,0.7372336837399773
228,sample,129,1.2205085577443242,1.0,0.4381273988936936,0.9011468346820782,2.1218443986518447,0.2759174428396097
229,sample,130,1.2238539615646005,1.0,0.4381273988936936,0.8783839749133225,0.45117655033746384,0.7494657139347902
230,sample,131,1.211079679429531,1.0,0.4381273988936936,0.7882516753007665,1.8879167654062274,1.0892275123219104
231,sample,132,1.2276434386149049,1.0,0.4381273988936936,0.9954544349433139,0.6596525579314481,0.2655422611378034
232,sample,133,1.2155089853331447,1.0,0.4381273988936936,0.8700902473705867,1.23735026977368,0.7881357222314239
233,sample,134,1.216014456935227,1.0,0.4381273988936936,0.887806245074536,0.8305014553539779,0.3693864768271295
234,sample,135,1.2271276768296957,1.0,0.4381273988936936,0.7921808253664384,1.0544593242888771,0.726380169633913
235,sample,136,1.2127130376175046,1.0,0.4381273988936936,0.8747129901421786,0.7970396486417441,0.6948241545662399
236,sample,137,1.2173536838963628,1.0,0.4381273988936936,0.7918744227140753,1.0315894383709954,0.43482778086686635
237,sample,138,1.222899978980422,1.0,0.4381273988936936,0.9623166136816885,0.8757893320942386,0.4891147187181085
238,sample,139,1.2246947288513184,1.0,0.4381273988936936,0.7966391282166412,0.9791817578162814,0.5756346871421708
239,sample,140,1.2358701759949327,1.0,0.4381273988936936,0.8693180014870064,0.8634059106269721,0.34803312875124487
240,sample,141,1.2214196380227804,1.0,0.4381273988936936,0.8154912109449721,0.9531427417191651,1.211511889024245
241,sample,142,1.2263453034684062,1.0,0.4381273988936936,0.8504445010904329,0.8642241523114121,0.18500278504345713
242,sample,143,1.223945889621973,1.0,0.4381273988936936,0.8354023125772493,1.0730349959006704,1.2770837662340147
243,sample,144,1.2133041052147746,1.0,0.4381273988936936,0.8310740496479295,2.020917733359155,0.1955821384265003
244,sample,145,1.2297243494540453,0.98,0.4381273988936936,0.8310740496479295,2.020917733359155,0.1955821384265003
245,sample,146,1.2076519913971424,0.98,0.4381273988936936,0.942209974543975,0.6669247610134316,1.3104162504566879
