<frozen runpy>:128: RuntimeWarning: 'src.experiments.run_experiment' found in sys.modules after import of package 'src.experiments', but prior to execution of 'src.experiments.run_experiment'; this may result in unpredictable behaviour
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1773233546.478651 3906440 gpu_device.cc:2020] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 20831 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3090, pci bus id: 0000:01:00.0, compute capability: 8.6
I0000 00:00:1773233546.510389 3906440 cuda_solvers.cc:175] Creating GpuSolver handles for stream 0x1fde5520
WARNING:tensorflow:From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead
Creating model: src.models.stochastic_volatility_2d.StochasticVolatility2DModel
Generating 500 time steps...
Creating filter: UnscentedKalmanFilter
Initialized UnscentedKalmanFilter with sampled initial state from model distribution
Running UnscentedKalmanFilter...
[2026-03-11 20:52:30,856][tensorflow][WARNING] - From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead

  Step 134/500 | 20.5 ms | elapsed 4.55s
  Step 135/500 | 19.6 ms | elapsed 4.57s
  Step 136/500 | 19.8 ms | elapsed 4.59s
  Step 137/500 | 21.7 ms | elapsed 4.61s
  Step 138/500 | 19.0 ms | elapsed 4.63s
  Step 139/500 | 20.2 ms | elapsed 4.65s
  Step 140/500 | 18.7 ms | elapsed 4.67s
  Step 141/500 | 20.7 ms | elapsed 4.69s
  Step 142/500 | 18.2 ms | elapsed 4.71s
  Step 143/500 | 20.5 ms | elapsed 4.73s
  Step 144/500 | 19.2 ms | elapsed 4.75s
  Step 145/500 | 21.0 ms | elapsed 4.77s
  Step 146/500 | 19.9 ms | elapsed 4.79s
  Step 147/500 | 20.7 ms | elapsed 4.81s
  Step 148/500 | 20.2 ms | elapsed 4.83s
  Step 149/500 | 23.2 ms | elapsed 4.85s
  Step 150/500 | 23.3 ms | elapsed 4.88s
  Step 151/500 | 23.3 ms | elapsed 4.90s
  Step 152/500 | 21.8 ms | elapsed 4.92s
  Step 153/500 | 22.8 ms | elapsed 4.95s
  Step 154/500 | 23.3 ms | elapsed 4.97s
  Step 155/500 | 24.6 ms | elapsed 4.99s
  Step 156/500 | 23.6 ms | elapsed 5.02s
  Step 157/500 | 21.0 ms | elapsed 5.04s
  Step 158/500 | 30.1 ms | elapsed 5.07s
  Step 159/500 | 20.8 ms | elapsed 5.09s
  Step 160/500 | 18.4 ms | elapsed 5.11s
  Step 161/500 | 16.0 ms | elapsed 5.12s
  Step 162/500 | 16.0 ms | elapsed 5.14s
  Step 163/500 | 19.1 ms | elapsed 5.16s
  Step 164/500 | 19.1 ms | elapsed 5.18s
  Step 165/500 | 18.1 ms | elapsed 5.20s
  Step 166/500 | 16.9 ms | elapsed 5.21s
  Step 167/500 | 17.6 ms | elapsed 5.23s
  Step 168/500 | 17.4 ms | elapsed 5.25s
  Step 169/500 | 18.2 ms | elapsed 5.27s
  Step 170/500 | 16.6 ms | elapsed 5.28s
  Step 171/500 | 16.5 ms | elapsed 5.30s
  Step 172/500 | 14.8 ms | elapsed 5.31s
  Step 173/500 | 19.0 ms | elapsed 5.33s
  Step 174/500 | 15.1 ms | elapsed 5.35s
  Step 175/500 | 14.5 ms | elapsed 5.36s
  Step 176/500 | 15.6 ms | elapsed 5.38s
  Step 177/500 | 15.6 ms | elapsed 5.39s
  Step 178/500 | 13.9 ms | elapsed 5.41s
  Step 179/500 | 17.9 ms | elapsed 5.43s
  Step 180/500 | 16.0 ms | elapsed 5.44s
  Step 181/500 | 18.7 ms | elapsed 5.46s
  Step 182/500 | 18.3 ms | elapsed 5.48s
  Step 183/500 | 20.2 ms | elapsed 5.50s
